,user,time,comment
0,sandroalvesbrasil,"Jul 13, 2019 11:27 PM","Hi friends,I am evaluating some possibilities and would like the help of you.I'm in doubt if I'd better add servers (no operating system) and use my enterprise partner licenses to use vSAN.Or if it is better to purchase the Dell VxRail product.My opinion is that VxRail is a white elephant, full of things that in fact the final purpose is vSan only.Has anyone done this review yet?If I choose vSan, what care do I need to have to choose my servers?One factor that made me curious is that VxRail has some specific network requirements, vmNICs amount to guarantee throughput. They do not dedicate vmNICs to vMotion, Mgmt, and so on.They use all trunk cables, using VLANs.But I ask, as much as I use many vmNICs VMware does not increase the capacity. VMware does not work with Microsoft using the NIC Team.Can someone explain to me how this works?Thank you."
1,depping,"Jul 15, 2019 3:05 AM","VxRail offers a single package for everything: server+storage+support+vmware licenses. On top of that it adds some additional life cycle management, like updating of firmware etc. I have many customers who use VxRail. But I also have many customers who simply pick a VSAN Ready Node from the HCL (vmwa.re/vsanhcl) and go from there. Either of the two options work. If you are comfortable with updating firmware etc yourself through the available interfaces Dell provices you could go with Ready Nodes.When it comes to NIC teaming, you can use LACP if desired, or you can use any of the other options that vSphere provides. I typically don't see this being an issue to be honest for customers. With 10GbE and 25GbE, bandwidth is usually not the biggest problem."
2,srodenburg,"Jul 15, 2019 3:12 AM","Hello Sandro,To answer your questions:Q:My opinion is that VxRail is a white elephant, full of things that in fact the final purpose is vSan only.A:VxRail is a highly automated platform for setting up and expanding vSAN Clusters. It's basically ""power it on, enter data like hostnames and ip-adresses"" and the Automation Layer does the rest.VxRail also offers several other DELL-EMC products that are helpfull in certain use-cases. But the main driver is total automation, easy of management (updates incl. firmware, drivers etc. truly are just a couple of mouse clicks and it actually works).Q:If I choose vSan, what care do I need to have to choose my servers?A:If you purchase VxRail, everything like ensuring compatibility is done for you. If you go the DIY route, then select so called vSAN Ready Nodes from your preferred hardware vendor. This ensures that you don't run into compatibility issues during setup or later on during daily operations.Q:One factor that made me curious is that VxRail has some specific network requirements, vmNICs amount to guarantee throughput. They do not dedicate vmNICs to vMotion, Mgmt, and so on.A:They do actually. In order to make the extreme automation of VxRail possible, the networking is mostly pre-defined. So the networks for vSAN, Mngt, vMotion are all kind of hard coded. One wins total easy of use but one loses the flexibility to ""do whatever you want"".This you gain back when going with vSAN Ready Nodes although you must always adhere to the vSAN Networking Design Guide and it's supported Topologies. vSAN uses the network at it's core and it better be damn well designed. vSAN is no toy."
,user,time,comment
0,qrt1977,"May 27, 2019 11:39 PM","DELL/EMC Support ..... the joke saga continues !!!!And I thought support for Laptops and Desktops was a joke @ Dell3 months of planning to upgrade our VXRAIL.Pre-check done 1 month agoToday planned to start upgrade @ 5AM in the morning.Get out of bed @ 3.30AMArrived @ 4.30AM at the officeReceived mail from support to start a webex and start upgrade.OOPS !!!! something went wrong &hellip;. Inconsistent disks &hellip;.. how did pre-check missed this ?Support guy tries contacting VXRAIL support3.30 HOURS LATER (and counting) !!!! NOTHING happened, the unfortunate support guy cant reach VXRAIL SUPPORT and they arent answering his call.What If we had an outage on our vxrails ??? If a inside support guy isnt answered by his own support &hellip;. When will I get an answer ?What a JOKE &hellip;. Are we really paying for this ?Please do not call me today to say sorry, Im not in the mood!Also &hellip;. Thank you for your patience to Kyle Mao : this guy needs a raise !! 5 stars for you my friend"
1,depping,"May 27, 2019 11:44 PM",I am not sure Dell/EMC representatives are reading the threads on this forum to be honest. I would recommend escalating this within Dell/EMC. I will point one of my VxRail contacts to this threads to see if they can help getting you the support you deserve as a customer.
2,qrt1977,"May 28, 2019 12:02 AM","Hi,Thank you for your help depping15 minutes ago I finally received support.unfortunately there is a problem with 3 VM's and I need to put them offline and clone them, and then delete the original one and start the clone.This is a Exchange server, File and Print server and a webserver;Again ... this is not possible in business hours, and I also would like to do something else in my free-time.I'm really pissed today and thinking about leaving the VXRAIL like it is for the next 3 years (it actually runs fine as it is) without upgrading or whatever and make a switch to NUTANIX.Sorry guys .... but I never got the requested support from DELL/EMC when I needed it.First Dell desktop/laptop support and now even for EMC products.73's Kurt"
3,depping,"May 28, 2019 12:23 AM",I understand your problem. I have reached out to two folks I know within Dell/EMC to at least make them aware at a higher level what is happening. My apologies for the situation.
4,sk84,"May 28, 2019 3:54 AM","We have had similar experiences with VxRail support. Among other things also with upgrades. In the meantime, we have built up enough know-how to be able to carry out upgrades ourselves and to solve most of the problems that arise. In most cases a look into the logs is enough to identify the error or in the worst case a RASR reset is performed.I just received an email last week telling me that they want to plan another upgrade with us due to the vSAN guest-data inconsistency bug last year... However, we already installed the update in October/November last year and did the vSAN Pre-Checks documented in SolVe ourselves. I find it a bad joke that in case of a critical bug (worst case is data loss!) it takes them more than 6 months to inform us about the upgrade. And that they don't seem to see that we are already on a VxRail software version that contains the bugfix.I have to say that we also have had positive experiences with the support in the past. But as a tip: Use the chat at a time when the USA is working. The VxRail team there is still the most competent and can at least sometimes help promptly. If you call or chat to a time where the support is redirected to India or Asia, you are usually really lost.We've already talked about all these experiences with our Key Account Manager at Dell/EMC and he has confirmed that there are many complaints about support. He says that they have also recognized the problem on the management level and are working on improving the support. But this takes a lot of time and effort.Disclaimer: I don't have many insights in the Dell/EMC or VxRail organization structures, but that are our own experiences."
,user,time,comment
0,sandroalvesbrasil,"Apr 19, 2019 5:29 PM","Hello,in fact we have no problem, but a doubt.Shows in the free space of the datastore named as vxRail a free space of 27TB.In fact, that's the sum of all my HDD drives.The vSAN calculator says usable Storage is 9.4TB.We already use 6.49TB.- Storage Free 21.43TB / Used: 6.49TB / Capacity: 27.92TBConfiguration of the 3 nodes of the vSAN cluster:1820 GB x 5 (HDD)372 GB x 2 (SSD)Raw Storage: 1820 x 15 = 27TBUsable Storage: 9.4TB.Doubt:1 - I know we can not use the 27.92TB, but if we create new VMs the space will be used.- Why VMware shows RAW space (27.92TB) instead of just showing usable space (9.4TB)?- Can we block the use of space above the usable vSAN (9.4TB)?- Will any alarms be generated when near the usable space (9.4TB)?- If we go beyond the usable space? Will this cause what kind of problem for my environment?2 - Can you explain to me how vSAN does this 9.4TB calculation?Thank you."
1,TheBobkin,"Apr 20, 2019 3:41 PM","Hello sandroalvesbrasil,""- Why VMware shows RAW space (27.92TB) instead of just showing usable space (9.4TB)?""Because multiple different Storage Policies can be applied to different Objects e.g. some data could be stored as FTT=0 and some data as FTT=1 (and obviously far more possible variations in larger and All-Flash clusters).""- Can we block the use of space above the usable vSAN (9.4TB)?""Unfortunately I am not presently up to speed on what ended up being implemented in 6.7 U2 with regard to 'guard-rails' but there are/were plans to start limiting things such as VM creation past certain thresholds. Either way though, from a administrator perspective there is no real control over ""blocking"" space.""- Will any alarms be generated when near the usable space (9.4TB)?""Yes, you will start getting warnings in vSAN Health once any individual disk passes 80% full and it starts rebalancing this data to other disks where possible:VMware Knowledge Base ""- If we go beyond the usable space? Will this cause what kind of problem for my environment?""Like any storage system, the VMs need to be able to write to disk - if you run out of space on disks where these components reside then of course the VM will not be functional until space is freed up/rebalanced and it can write to disk. Obviously the solution to this is to size your environment accordingly and not run out of space.""2 - Can you explain to me how vSAN does this 9.4TB calculation?""It is very likely factoring in VMwares recommendation of allowing 25-30% slack space for temporary increases in used space (e.g. changing Storage Policy structure and of course snapshot-data during back-ups).Bob"
,user,time,comment
0,compwizpro,"Apr 18, 2019 9:10 AM","Hello,I apologize if this question was asked earlier in advance.We have a newly configured VxRail all flash appliance running ESXi 6.7 build 13004448. I have deployed a new server 2016 guest from a template with hardware version v14 and latest vmware tools installed. The VM as well as the template have the default vsan storage policy applied with object space reservation set to 0 - Thin.When I look in the windows guest under optimize drives, I see all the drives registering as Hard Disk Drive and not Thin Provisioned. I have this same configuration running on other non-vxrail storage minus the storage policy and the guest detects disk as thin provisioned without issue.Is there a setting I'm missing or a gotcha with running this configuration on vsan? I followed the article VMware Knowledge Base regarding OVA/OVF deployment in the web console but it didn't find any policies configured for thick and I am not deploying from OVF / OVA.Thanks for the help!"
1,compwizpro,"Apr 22, 2019 12:05 PM","After some search and other help, I was able to figure this out and it turned out to be quite simple. By default, unmap is not enabled on vSAN. I had to enable it on for the cluster running the command ""esxcfg-advcfg -s 1 /VSAN/GuestUnmap"" on one of the esx hosts. After that and rebooting one of the VMs, it recognized the virtual disks as thin."
,user,time,comment
0,sandroalvesbrasil,"Mar 23, 2019 2:54 PM","Hi,VxRail delivers a ready environment with vSAN with multiple networks that you have defined during startup.Can I make changes to the networks, how to create new ones or change existing ones?Thank you."
1,sk84,"Mar 24, 2019 3:35 AM","You can add more VM networks and edit or delete these additional networks/portgroups. But it is not supported to change or delete the initially created management networks yourself. You have to contact the Dell EMC Support for this. This includes the vSAN, vMotion, Marvin and VMware Server network."
,user,time,comment
0,sandroalvesbrasil,"Mar 23, 2019 2:47 PM","Hello,I have a vxRail Dell EMC solution with 3 servers with vSAN.Who manages nodes is vSAN.So, I wonder what the function of vxRail Manager in this environment?Thank you."
1,TheBobkin,"Mar 23, 2019 5:48 PM","Hello sandroalvesbrasil,It is essentially just a management appliance but one that is strongly tied to the VxRail cluster it manages.VxRail Manager is used for cluster-wide initial configuration, management (e.g. shutting down cluster) and change-management (e.g. upgrading driver+firmware+ESXi). While it is possible to make changes to a vSAN cluster outside of VxRail Manager (e.g. add storage or nodes) this is not advised (and Dell-EMC state unsupported) as VxRail Manager will not be aware of the changes.Bob"
2,sandroalvesbrasil,"Mar 23, 2019 5:55 PM","I understand the concept and I believed that answer.However, since the main layer is VMware (vSAN) and we have the possibility to make changes it is difficult to explain to the end user what he can and can not do in VMware (vSAN).I understand that vxRail manages the health of the cluster, but it has no visibility to what we do in other configurations, such as VMs and so on. They should basically use cluster-state responses.And it's also used to orchestrate the creation of the cluster to do node maintenance, as you yourself said.The question is how far can we make changes to vSAN, without creating problems with vxRail Manager.For example, could enabling DRS, being an option directly to the cluster, be a big problem?Thank you."
3,TheBobkin,"Mar 23, 2019 6:17 PM","Hello sandroalvesbrasil,Only changes such as adding/removing nodes/hardware components etc. may have an impact with regard to VxRail Manager - changes that are normal vSphere operations such as enabling/disabling/editing HA/DRS shouldn't have any impact. Think of it as having an inventory-management role and it makes more sense.Bob"
,user,time,comment
0,sandroalvesbrasil,"Mar 23, 2019 2:56 PM","Hi,VxRail delivers a ready environment with vSAN with HA.Is it possible to enable DRS also to automatically migrate VMs when a host is very stressed?Thank you."
1,TheBobkin,"Mar 23, 2019 4:22 PM","Hello sandroalvesbrasil,DRS works on vSAN-enabled nodes just like non-vSAN nodes so yes you can enable this to migrate compute under resource-stress - vSAN however does not support Storage-DRS.Bob"
,user,time,comment
0,rickolson2018,"Dec 6, 2018 11:17 AM","Hello, greetings and salutations.I'm nearing 2 months into my new role, where I've inherited an 8-node VxRail all-flash vSAN cluster (ESXi 6.5, separate vCenter, 10G fiber networking to Cisco Nexus switches). At the moment it is not in full production, but that will change in 3 weeks (whether we're ready or not). I've got plenty of VMware experience, and I understand HCI, but this is my first hands on with vSAN so it's been a pretty fun few weeks for me.I'm working through a few odd write-latency issues that seem to be reported by vCenter and the vSAN Health Service, but don't appear to be exhibiting any negative impact from the ""users standpoint"" while we're doing our tests. Now I realize that each case is different - I've actually got an open case with Dell (who has roped in a VMware engineer) to assist in analyzing the data. But I'm curious what users of a vSAN All-Flash array have to say. Do you like the performance? Do you have any instances of ""good latency""? Is there such a thing? Do you ever see 'network latency' on your vSAN VMKernel Adapter (because I can sometimes see 4-6ms network latency when running HCI Bench tests, this on 10G fiber)? Overall are you happy with what you're seeing out of all-flash vSAN clusters?"
1,Viperman,"Dec 9, 2018 9:32 AM",I have several customers running it in production with absolutely zero issues. 
2,Wolken,"Dec 12, 2018 5:13 AM","I didn't check it personally, but it looks like this blog, which I have discovered recently, could shed some light on your question: Challenging 4-node VMware vSAN cluster performance "
3,Darking,"Dec 12, 2018 10:04 PM","I am running an all-Nvme-Flash 8 node stretched cluster. Each hosts consists of 2 disk groups with 1 cache and 3 capacity disks.We have been testing running HCIbench.Due to the stretched cluster aspect I will be seeing higher latency than you might experience.Anyhow running a random 70/30 up test i will be seeing around 220.000 read iops and around 70k writes at a latency of around 1.2 ms reads and 2.2 for writes.I've also tested large seq. writes and capped our my 200gbit site interconnect.So the speed is definitely there. In my setup I've found that a stripe size of 3 gives me maximum performance but that it does not vary much from the default raid-1 policy.We have been testing without running Jumbo Frames, but will be switching to that now to bring down CPU utilization a bit"
,user,time,comment
0,whutchis@bucknell,"Nov 26, 2018 1:29 PM","I have a cluster of VxRails that are currently running on a single switch. We want to add a 2nd switch, and connect the two additional NICs for each host. Is there any issue adding the new uplinks to the existing VSAN?"
1,TheBobkin,"Nov 26, 2018 4:29 PM","Hello whutchis@bucknellWelcome to Communities,Having redundant switch-links is of course advised, but do note the following:- If you are going to go with multiple vSAN vmkernel ports then they need to be on different subnets from one another (and obviously from all other traffic too as multihoming is unsupported and can cause issues).- Active/Standby of the vmnics attached to each vmk (in my opinion) is preferable and functions best.- As with any major network change - schedule down-time if possible unless you are 100% confident you are not going to cause an outage (and or can tolerate one). Sure you could do one node at a time with FDM/EA Maintenance Mode but you need to be positive your validation of the network is solid before taking these hosts out of MM.Myles has some great points and details relating to the above here:https://blah.cloud/infrastructure/migrating-vsan-vmkernel-ports-new-subnet/ Bob"
2,sk84,"Nov 26, 2018 1:58 PM","TheBobkin is right. Basically, that's not a problem. To be on the safe side I would also recommend to put the host in the MM and configure the 2nd adapter as standby or unused adapter, check the cabling and switchport configuration and only when everything is correct let it on standby or switch to active, depending on what you have in mind. However, if you have multiple vmknics with different VLANs for vSAN, there may be an IO delay between 10 - 90 seconds if one of the two uplinks is not working properly.See: Configuration 2 "
,user,time,comment
0,vmrulz,"Sep 18, 2018 4:05 PM","We have a small 5 node vSAN 6.6 all flash (VxRail 4.5.x) cluster in a remote office with fully redundant access layer 10GE Cisco 4500 switches. We have network uplinks configured in active/standby (since DellEMC doesn't support port channels on vSAN networking :-( ) We were doing some failure testing before the site goes live by powering off A and B side switches one at time. Switch A uplinks went down and Switch B uplinks took over and all was good. The Switch A uplinks never came back up so our network guys thought they'd force the issue by powering off Switch B. Now we're in a full down down scenario. Since each host is partitioned network wise, vSAN is obviously unhealthy. Is it safe to just shut down the nodes and vSAN will recover including VM's riding on it once we have the network healthy?Thanks,Ron"
1,TheBobkin,"Sep 19, 2018 4:39 AM","Hello Ron,Shouldn't be an issue regarding the data - on a daily basis I help fix clusters where someone/something broke the networking between nodes and generally all that is required is to restore communication (and sometimes use vsan.fix_renamed_vms).No real benefit in powering down the nodes - having them all online and ready to sync is a better option.Out of interest, do you have failback set to No on the vSwitch?Bob"
2,srodenburg,"Sep 19, 2018 6:27 AM","Don't worry. vSAN reacts to a ""nobody can talk to anybody"" by freezing IO (just like any proper Storage-Cluster Solution would do in a full split-brain scenario).Your VM's will poop themselves and hang/go zombie because their disks suddenly disappeared. Poof gone.As soon as network-connectivity is restored, vSAN will re-sync and clean itself up. Give it some time to straighten things out.And don't shut anything down. There is no need.We actually do this sort of thing on purpose during ""Production approval testing"" at customers. We yank everything out, let vSAN freak out, plug it back in, let vSAN heal itself. It always works. No big deal.Oh, and fire that networking-person. He's a &lt;fill in something not so nice&gt;..."
3,vmrulz,"Sep 19, 2018 8:29 AM","Thanks for the replies,One interesting thing I've never seen before is that even after the access layer switches fully came back up none of the ESXi hosts would re-establish their uplink connections so they all stayed in a partitioned state. Reluctantly knowing vSAN was not happy I chose in the interest of time to reboot a host to see what would happen. Sure enough the host networking came back online and the host took forever to boot waiting on vSAN to initialize. I then rebooted the other hosts knowing the vSAN would be happier if all the kids came to play. Eventually all the hosts came back online. Guests were in an orphaned like state since they had their plugs pulled. Have you guys ever seen a situation where the ESXi hosts would not re-establish their uplink connections short of a reboot? It sounds like STP port blocking at the switch but the network guys didn't see that.We have a Cisco case open and I'm going to open a case through DellEMC since it is VxRail.Ron"
4,srodenburg,"Sep 27, 2018 12:33 PM","""since it is VxRail.""Uh oh. I have a VxRail customer with Cisco Nexus switches with the exact same problem. After a reboot, some ports on the switch crap out and go offline. Reason is, as it turned out, the driver in ESXi, in combination with the NIC firmware, is having issues with auto-negotiation. The switch sees this as a flapping interface and shuts it down.A VxRail upgrade is scheduled to upgrade both NIC Firmware and the driver inside ESXi.Until then, as a workaround, inside vCenter / ESXi we hard-set the link-speed to 10000 FD and have had no issues since."
,user,time,comment
0,GCCJay,"Sep 17, 2018 10:58 AM","I'm trying to find an answer on whether it is recommended to use the VMware Paravirtual SCSI Controller in a vSAN environment, or if the default LSI Logic SCSI controller should be used. I have a four node vSAN cluster (each node obviously has DAS storage for the vSAN datastore) in a DellEMC VxRail. The Guest OSes will all be either WS2012 R2 or WS2016 in vSphere 6.5. From what I've read:The PVSCSI Controller IS recommended for SAN environmentsThe PVSCSI Controller IS NOT recommended for DAS environmentsBut we technically don't fit into either category. Can anyone help with a definitive answer?Thanks in advance!"
1,Great_White_Tec,"Sep 17, 2018 11:18 AM","For a large number of workloads, the default controller is sufficient. We do recommend changing to PVSCSI controller for better performance when we are working with workloads that generate large number of IOs (Oracle, SQL, etc.) In such cases, you may also need additional controllers to avoid bottlenecks. "
2,GCCJay,"Sep 18, 2018 8:58 AM","Thanks for the information... I understand this, and is what I've read in the knowledgebase. But nowhere does it mention what to do with vSAN. Are there any vSAN-specific considerations or recommendations on which SAS driver to use for a Windows Server-based VM? Or just follow the general practices from the knowledgebase article that you mentioned?"
3,GCCJay,"Sep 18, 2018 9:51 AM","I guess a more direct question would be....Is there any real reason NOT to use the PVSCSI driver for all Windows Server VMs? I'd rather use all LSI Logic SAS, or ALL PVSCSI for all VMs simply for consistency's sake... Unless there is a reason not to.Thanks again."
4,brandong08,"Sep 18, 2018 12:30 PM",Im using PVSCSI with my VM's running on vSAN with no issues.
,user,time,comment
0,vmrulz,"Sep 13, 2018 11:40 AM","We have been standing up some VxRail 4.5.x (vSphere 6.5u2, vSAN 6.6) clusters. We are coming up to speed on properly operationalizing vSAN into a much larger ""standard"" vSphere infrastructure that uses external block storage. We currently use a dedicated external vCenter HA service for these vSAN clusters. One of the things I've gleaned from research and vmworld is to keep plenty of white space in the vSAN datastore for maintenance and re-balancing. My understanding is that once you reach about 20% free space remaining vSAN rebalancing operations can affect storage performance.I'd like to be warned well in advance of that via a vCenter alarm or otherwise but I can't seem to find anything specific to vSAN datastore usage.As a side note is anybody aware of some good guides on operationalizing vSAN clusters for those of us that have been doing VMware with external storage arrays for years?ThanksRon"
1,TheBobkin,"Sep 13, 2018 5:21 PM","Hello Ron,A hearty welcome to HCI.""One of the things I've gleaned from research and vmworld is to keep plenty of white space in the vSAN datastore for maintenance and re-balancing.""You don't just want to keep space free for resilience (e.g. rebuild data back to FTT=1), maintenance (e.g. maintaining FTT=1/2 during maintenance if required by the business), but also for Storage Policy changes and if some/most of your data is Thin-provisioned then to allow for this growth (unless you are just adding more storage/nodes/clusters as it grows).""My understanding is that once you reach about 20% free space remaining vSAN rebalancing operations can affect storage performance.""When any individual capacity-drive reaches 80% used (default value - can be changed, do so with care) vSAN starts 'Reactive' rebalancing data off these drives to spread the data more uniformly across available capacity-drives (e.g. *moves* the data to less utilised drives). This is akin to resync traffic (as opposed to intentionally very slow 'Proactive rebalance' traffic) and as such when added to the current load of the cluster could of course result in contention (depending on how loaded the cluster is already and how much is being rebalanced):https://docs.vmware.com/en/VMware-vSphere/6.5/com.vmware.vsphere.virtualsan.doc/GUID-2EC7054E-FBCC-4314-A457-3DCAEDBCBD32.html""I'd like to be warned well in advance of that via a vCenter alarm or otherwise but I can't seem to find anything specific to vSAN datastore usage.""The vSAN Health puts warning/alerts on the cluster when certain thresholds are reached, noted here:https://kb.vmware.com/s/article/2108907There is a configurable vCenter alarm associated with this - 'vSAN health alarm 'Disk capacity'.""As a side note is anybody aware of some good guides on operationalizing vSAN clusters for those of us that have been doing VMware with external storage arrays for years?""depping &amp; CHogan book is a great in-depth start and is available online:https://www.vsan-essentials.com/Their blogs (+ lamw ) also cover a lot of ground in great detail.Launch HOL, make it, play with it, break it, fix it http://labs.hol.vmware.com/HOL/catalogs/lab/4687RVC is still ever-useful and the vsan elements are formatted nicely here (also spbm. commands are useful): https://www.virten.net/2017/05/vsan-6-6-rvc-guide-part-1-basic-configuration/Tons of info here and most of the whitepapers/technical articles updated and formatted for utility:https://storagehub.vmware.com/t/vmware-vsan/Read Communities posts in vSAN sub-community - we have answered a ton of queries, troubleshooted a lot of scenarios and provided a lot of general info in the last few years here.Bob"
2,vmrulz,"Sep 18, 2018 9:57 AM",Thanks Bobkin.. I can't believe I missed that alarm.  Appreciate all the additional information. Ron
3,TheBobkin,"Sep 18, 2018 10:08 AM","Hello Ron,More than happy to help - if you ever can't find the answer to something vSAN-related don't be shy to ask on here or contact support (we don't bite ).Bob"
,user,time,comment
0,Zaib_Khan,"Jan 24, 2018 4:24 AM","Hi All, I am running VXRAIL VSAN solution in my organization and currently i am facing hectic issue with my VSAN datastore free Space. My current free space is 5 TB, but when i am going to delete the virtual machines from disk then space remains the same. Recently i deleted the VM comprises 2 TB space from Vcenter (Delete from Disk), as per expectations the VSAN Datastore free space will increase up to 7 TB from previous 5 TB, but it remains the same as 5 TB.But when i am going to create any VM in Vcenter, then VSAN free space starts decreasing that it decreases from 5TB to downwards. My concern is that why VSAN datastore is not increasing free space after deleting the Virtual machine. "
1,TheBobkin,"Jan 24, 2018 5:47 AM","Hello Zaib_Khan""Recently i deleted the VM comprises 2 TB space from Vcenter (Delete from Disk), as per expectations the VSAN Datastore free space will increase up to 7 TB from previous 5 TB, but it remains the same as 5 TB.""Was this VM actually using 2TB (or any) space though?This can be determined by observing how much space it is consuming on disk (VM &gt; Edit Settings &gt; Hard Disk &gt; Drop-down info) - e.g. a Thin-provisioned 2TB vmdk added to a VM will take up near zero GB until data has been placed/generated on it.You can get a much better idea of how much space is being utilised by each VM Object using RVC:&gt; vsan.vm_object_info localhost/DataCenterName/computers/ClusterName/resourcePool/vms/*(This will print out the info for ALL VMs so ensure the SSH session buffer is enough lines to print it all out)Individual VMs can be looked at one at a time using:&gt; vsan.vm_object_info localhost/DataCenterName/computers/ClusterName/resourcePool/vms/NameOfVM/(Note if you are using created Resource Pools other than default root pool then change paths accordingly)You can also pull all this (and more) information using this very nice tool that is available via CLI:# python /usr/lib/vmware/vsan/bin/vsan-health-status.pycWhere are you checking free space from?Does 'df -h' via CLI show the same output as in the Web Client?Try looking at before and after deleting a VM in RVC using vsan.disks_stats &lt;path_to_cluster&gt;You can even identify which exact capacity device the components you are deleting are located on using the tools above and or the 'Virtual Objects' tab in Web Client.I have colleagues in VxRail team that can assist you with looking into this further if need be.Bob"
2,Zaib_Khan,"Jan 26, 2018 4:10 AM","Hi TheBobkin, Thanks for the update and support. I have explore more deeply on this issue and i found that i have set the ""Number of failures to tolerate value"" = 1 in Default storage policy which makes the couple of redundant copies in VSAN datastore. So i created a test storage policy, and set the ""Number of failures to tolerate value"" = 0 and move some VM to this test policy. By doing this now 3 TB space is increasing in my VSAN datastore. Kindly suggest that am I doing the right thing? or should i have to do some other recommended steps as per VMware recommendations. "
3,cyberpaul,"Jan 26, 2018 5:50 AM","Hi,decreasing ""Number of failures to tolerate"" is not a good idea. Yes, you've bought yourself some space, but you might lose your data if one of your devices fails. Please take a look at this for more detailed info:About Virtual SAN Policies As for the original issue, I think TheBobkin was onto something. The important message was that VM with 2 TB of provisioned space might in fact occupy much less disk space than that. This feature is called thin provisioning. You should take a look at ""used space"" rather than ""provisioned space"". By deleting a VM, one would expect to free the ""used space"" amount of data.Regards, Pavel"
4,jjonesprh,"Aug 18, 2018 6:37 AM","I have the same issue. The disk was thick provisioned.I deleted a 1.5TB second disk on a vm.Looking at the files in the Vm folder, I still see the second disk so that would explain why there was no recovery of the space in vsan.When I deleted the disk, I still had replication enabled for the VM, so maybe that had something to do with it not cleaning itself up.I removed replication but now I'm assuming I need to manually delete the file because it is still there.Update: Deleting the file had no effect, I also don't see vsan resyncing anything. I will open a ticket with EMC later"
5,TheBobkin,"Aug 18, 2018 11:56 AM","Hello jjonesprh,How exactly did you 'delete' this vmdk Object?Potentially you just deleted the descriptor (which is just a text file that points to the Object).Check via RVC if you have an Unassociated Object that matches the expected number of components of a 1.5TB Object (Probably around 16 if FTT=1 and splitting per 200GB).You can also identify Objects that used to belong to a VM by pulling the info on all Objects and then narrowing these down to just Objects with the GroupUUID of this VM (e.g. the namespace Object UUID). If you are not so handy with cmmds-tool + objtool then I would advise using this script to pull the info /usr/lib/vmware/vsan/bin/vsan-health-status.pyc - you *should* even be able to search for Objects with the friendly-name of the VM from the information this generates (regardless of whether the descriptor was deleted or not).Bob"
